0,0
7.95749,0.015113
12.1729,0.858774
16.3896,2.12026
16.3896,2.12026
19.6766,5.46913
21.5607,9.23315
21.5607,9.23315
23.9129,12.9981
25.797,16.7621
27.213,20.5252
28.6303,24.7062
29.5782,28.4684
30.9955,32.6494
31.9447,36.8295
32.8939,41.0095
34.7924,49.3697
35.7416,53.5498
36.6908,57.7299
36.6908,57.7299
36.6908,57.7299
37.6387,61.4921
37.6387,61.4921
37.6387,61.4921
37.6387,61.4921
38.5879,65.6722
38.5879,65.6722
38.5879,65.6722
39.069,69.8514
39.069,69.8514
39.069,69.8514
39.069,69.8514
40.0183,74.0314
40.0183,74.0314
40.0183,74.0314
41.4356,78.2124
41.4356,78.2124
41.4356,78.2124
41.4356,78.2124
42.8516,81.9755
42.8516,81.9755
42.8516,81.9755
43.8008,86.1556
43.8008,86.1556
43.8008,86.1556
43.8008,86.1556
45.2168,89.9187
45.2168,89.9187
45.2168,89.9187
47.1022,94.1006
47.1022,94.1006
47.1022,94.1006
47.1022,94.1006
48.9862,97.8646
48.9862,97.8646
48.9862,97.8646
52.272,100.796
52.272,100.796
52.272,100.796
52.272,100.796
56.49,102.475
56.49,102.475
56.49,102.475
60.7002,101.647
60.7002,101.647
60.7002,101.647
60.7002,101.647
64.9064,99.5662
64.9064,99.5662
64.9064,99.5662
69.1127,97.485
69.1127,97.485
69.1127,97.485
69.1127,97.485
73.319,95.4039
73.319,95.4039
73.319,95.4039
77.0572,93.3218
77.0572,93.3218
77.0572,93.3218
77.0572,93.3218
80.7941,90.822
80.7941,90.822
80.7941,90.822
84.5309,88.3221
84.5309,88.3221
84.5309,88.3221
84.5309,88.3221
88.2678,85.8222
88.2678,85.8222
88.2678,85.8222
92.0047,83.3224
92.0047,83.3224
92.0047,83.3224
92.0047,83.3224
95.7429,81.2403
95.7429,81.2403
95.7429,81.2403
99.4798,78.7405
99.4798,78.7405
99.4798,78.7405
99.4798,78.7405
104.155,77.078
104.155,77.078
104.155,77.078
108.364,75.8325
108.364,75.8325
108.364,75.8325
108.364,75.8325
112.573,74.5871
112.573,74.5871
112.573,74.5871
116.779,72.5059
116.779,72.5059
116.779,72.5059
116.779,72.5059
120.987,70.8426
120.987,70.8426
120.987,70.8426
125.665,70.0158
125.665,70.0158
125.665,70.0158
125.665,70.0158
130.342,68.7712
130.342,68.7712
130.342,68.7712
134.55,67.1079
134.55,67.1079
134.55,67.1079
134.55,67.1079
138.757,65.4446
138.757,65.4446
138.757,65.4446
142.965,63.7813
142.965,63.7813
142.965,63.7813
142.965,63.7813
147.642,62.5367
147.642,62.5367
147.642,62.5367
151.851,61.2912
151.851,61.2912
151.851,61.2912
151.851,61.2912
156.529,60.4644
156.529,60.4644
156.529,60.4644
160.737,58.8011
160.737,58.8011
160.737,58.8011
160.737,58.8011
164.943,56.7199
169.151,55.0566
169.151,55.0566
169.151,55.0566
173.357,52.9755
173.357,52.9755
173.357,52.9755
173.357,52.9755
177.094,50.4756
177.094,50.4756
177.094,50.4756
180.832,48.3936
180.832,48.3936
180.832,48.3936
180.832,48.3936
185.037,45.8946
185.037,45.8946
185.037,45.8946
188.307,43.8117
188.307,43.8117
188.307,43.8117
188.307,43.8117
192.044,41.3118
192.044,41.3118
192.044,41.3118
195.781,38.8119
199.518,36.3121
203.254,33.8122
206.991,31.3123
210.26,28.8116
213.996,25.8939
217.731,22.9762
219.598,21.3084
220,0
