   9.1421205e+01	   3.1725116e+02	   5.0492797e+02	   5.8122010e+02	   9.5145117e+02	   1.0185682e+03	   1.2706657e+03	   1.5020115e+03	   1.6752487e+03	   1.8807733e+03	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   2.9435208e+02	   4.4942963e+02	   7.1053400e+02	   8.9271418e+02	   9.5853625e+02	   1.2318590e+03	   1.5284089e+03	   1.6547812e+03	   1.9723283e+03	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   2.8394118e+02	   4.7679082e+02	   5.3045761e+02	   7.2429380e+02	   9.3069831e+02	   1.0932783e+03	   1.5412985e+03	   1.6285237e+03	   1.8697687e+03	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   3.7030882e+02	   4.9833657e+02	   7.3024488e+02	   1.0181799e+03	   1.1698249e+03	   1.4323216e+03	   1.6206840e+03	   1.6787223e+03	   1.7447160e+03	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   1.5809042e+02	   4.3499832e+02	   5.5217482e+02	   6.5591116e+02	   9.5003406e+02	   1.1903188e+03	   1.4649844e+03	   1.6236466e+03	   1.9735217e+03	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   2.2763650e+02	   3.4345257e+02	   4.5807930e+02	   9.2608415e+02	   1.0774359e+03	   1.3362068e+03	   1.5437765e+03	   1.6677251e+03	   1.9063134e+03	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   1.8721909e+02	   3.9525703e+02	   7.4251121e+02	   8.9339994e+02	   1.0585555e+03	   1.3021457e+03	   1.4803579e+03	   1.6448419e+03	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   1.3024371e+02	   4.0343707e+02	   6.5180625e+02	   8.5292240e+02	   1.0050281e+03	   1.5799813e+03	   1.6776561e+03	   1.9854952e+03	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   2.0375752e+02	   3.3289889e+02	   4.1048939e+02	   8.2289711e+02	   8.9708844e+02	   1.0190483e+03	   1.4046717e+03	   1.4681992e+03	   1.5882776e+03	   1.9058378e+03	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   2.3697894e+02	   4.2523303e+02	   5.1894690e+02	   7.6390346e+02	   9.2975759e+02	   1.0308156e+03	   1.4180048e+03	   1.5599366e+03	   1.6229866e+03	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
